ID,Region,RegionName,StateName,CountyName,CityName,ForecastYoYPctChange,
13105,County,Elbert County,GA,Elbert County,NA,6.292352372,
01051,County,Elmore County,AL,Elmore County,NA,0.543806647,
16039,County,Elmore County,ID,Elmore County,NA,6.623931624,
38029,County,Emmons County,ND,Emmons County,NA,3.415300546,
01055,County,Etowah County,AL,Etowah County,NA,0.978473581,
13111,County,Fannin County,GA,Fannin County,NA,5.429234339,
48147,County,Fannin County,TX,Fannin County,NA,2.158273381,
20055,County,Finney County,KS,Finney County,NA,3.819661866,
38031,County,Foster County,ND,Foster County,NA,0.44576523,
06019,County,Fresno County,CA,Fresno County,NA,3.232087227,
13121,County,Fulton County,GA,Fulton County,NA,5.724137931,
18049,County,Fulton County,IN,Fulton County,NA,2.150537634,
36035,County,Fulton County,NY,Fulton County,NA,1.797385621,
39051,County,Fulton County,OH,Fulton County,NA,2.261484099,
39053,County,Gallia County,OH,Gallia County,NA,1.201201201,
40049,County,Garvin County,OK,Garvin County,NA,0.647249191,
37071,County,Gaston County,NC,Gaston County,NA,5.600497822,
39055,County,Geauga County,OH,Geauga County,NA,1.87525479,
18051,County,Gibson County,IN,Gibson County,NA,3.033006244,
47053,County,Gibson County,TN,Gibson County,NA,0.744416873,
13123,County,Gilmer County,GA,Gilmer County,NA,4.649000465,
08047,County,Gilpin County,CO,Gilpin County,NA,10.13203988,
48175,County,Goliad County,TX,Goliad County,NA,6.892950392,
13129,County,Gordon County,GA,Gordon County,NA,4.038997214,
56015,County,Goshen County,WY,Goshen County,NA,0.057537399,
04009,County,Graham County,AZ,Graham County,NA,4.493708808,
20065,County,Graham County,KS,Graham County,NA,0,
05055,County,Greene County,AR,Greene County,NA,1.867413632,
13133,County,Greene County,GA,Greene County,NA,6.853146853,
29077,County,Greene County,MO,Greene County,NA,5.277044855,
28041,County,Greene County,MS,Greene County,NA,-1.26705653,
36039,County,Greene County,NY,Greene County,NA,0.659703134,
47059,County,Greene County,TN,Greene County,NA,0.685602351,
51079,County,Greene County,VA,Greene County,NA,1.885211563,
17063,County,Grundy County,IL,Grundy County,NA,1.70212766,
21093,County,Hardin County,KY,Hardin County,NA,2.398401066,
47071,County,Hardin County,TN,Hardin County,NA,2.120890774,
48201,County,Harris County,TX,Harris County,NA,3.144329897,
20079,County,Harvey County,KS,Harvey County,NA,2.535657686,
15000,County,Hawaii County,HI,Hawaii County,NA,3.174603175,
12051,County,Hendry County,FL,Hendry County,NA,3.752039152,
18067,County,Howard County,IN,Howard County,NA,4.812319538,
24027,County,Howard County,MD,Howard County,NA,0.565738855,
29089,County,Howard County,MO,Howard County,NA,1.048689139,
29091,County,Howell County,MO,Howell County,NA,3.416666667,
34017,County,Hudson County,NJ,Hudson County,NA,3.901482127,
26065,County,Ingham County,MI,Ingham County,NA,3.99408284,
27059,County,Isanti County,MN,Isanti County,NA,3.597122302,
53029,County,Island County,WA,Island County,NA,3.322667979,
27061,County,Itasca County,MN,Itasca County,NA,3.795066414,
13159,County,Jasper County,GA,Jasper County,NA,5.687203791,
19099,County,Jasper County,IA,Jasper County,NA,2.172284644,
18073,County,Jasper County,IN,Jasper County,NA,3.465623253,
29097,County,Jasper County,MO,Jasper County,NA,4.069767442,
16053,County,Jerome County,ID,Jerome County,NA,5.24173028,
20089,County,Jewell County,KS,Jewell County,NA,-0.674157303,
55057,County,Juneau County,WI,Juneau County,NA,2.394715111,
20093,County,Kearny County,KS,Kearny County,NA,4.120171674,
21117,County,Kenton County,KY,Kenton County,NA,3.255528256,
48271,County,Kinney County,TX,Kinney County,NA,-3.171953255,
53035,County,Kitsap County,WA,Kitsap County,NA,4.268774704,
26087,County,Lapeer County,MI,Lapeer County,NA,4.391891892,
21125,County,Laurel County,KY,Laurel County,NA,0.165837479,
48285,County,Lavaca County,TX,Lavaca County,NA,6.043046358,
42077,County,Lehigh County,PA,Lehigh County,NA,2.31413097,
37107,County,Lenoir County,NC,Lenoir County,NA,2.969348659,
05085,County,Lonoke County,AR,Lonoke County,NA,0.947521866,
39093,County,Lorain County,OH,Lorain County,NA,2.14384509,
47105,County,Loudon County,TN,Loudon County,NA,3.662109375,
51109,County,Louisa County,VA,Louisa County,NA,4.717813051,
26099,County,Macomb County,MI,Macomb County,NA,2.561183836,
06039,County,Madera County,CA,Madera County,NA,4.425465839,
12083,County,Marion County,FL,Marion County,NA,5.959031657,
19125,County,Marion County,IA,Marion County,NA,5.022250477,
18097,County,Marion County,IN,Marion County,NA,5.405405405,
21155,County,Marion County,KY,Marion County,NA,3.931623932,
29127,County,Marion County,MO,Marion County,NA,5.126243305,
41047,County,Marion County,OR,Marion County,NA,4.500354359,
54049,County,Marion County,WV,Marion County,NA,2.359882006,
12085,County,Martin County,FL,Martin County,NA,1.911976912,
18101,County,Martin County,IN,Martin County,NA,3.08056872,
27091,County,Martin County,MN,Martin County,NA,3.139013453,
42083,County,McKean County,PA,McKean County,NA,1.777777778,
17113,County,McLean County,IL,McLean County,NA,0.791034937,
38055,County,McLean County,ND,McLean County,NA,2.888888889,
27085,County,McLeod County,MN,McLeod County,NA,3.668704836,
47107,County,McMinn County,TN,McMinn County,NA,3.294117647,
39103,County,Medina County,OH,Medina County,NA,2.859912748,
27093,County,Meeker County,MN,Meeker County,NA,3.321256039,
21167,County,Mercer County,KY,Mercer County,NA,1.436781609,
34021,County,Mercer County,NJ,Mercer County,NA,1.479046836,
39107,County,Mercer County,OH,Mercer County,NA,2.525556224,
42085,County,Mercer County,PA,Mercer County,NA,2.551984877,
05091,County,Miller County,AR,Miller County,NA,2.090592334,
29131,County,Miller County,MO,Miller County,NA,1.742424242,
01097,County,Mobile County,AL,Mobile County,NA,2.545155993,
04015,County,Mohave County,AZ,Mohave County,NA,5.925289824,
12087,County,Monroe County,FL,Monroe County,NA,3.319292334,
13207,County,Monroe County,GA,Monroe County,NA,3.897385298,
18105,County,Monroe County,IN,Monroe County,NA,6.077348066,
26115,County,Monroe County,MI,Monroe County,NA,3.126916002,
28095,County,Monroe County,MS,Monroe County,NA,3.387978142,
36055,County,Monroe County,NY,Monroe County,NA,3.064623584,
42089,County,Monroe County,PA,Monroe County,NA,3.767757875,
47123,County,Monroe County,TN,Monroe County,NA,5.804555474,
13211,County,Morgan County,GA,Morgan County,NA,4.676409186,
17137,County,Morgan County,IL,Morgan County,NA,1.182033097,
18109,County,Morgan County,IN,Morgan County,NA,3.500583431,
47129,County,Morgan County,TN,Morgan County,NA,3.601694915,
49029,County,Morgan County,UT,Morgan County,NA,5.798374698,
34027,County,Morris County,NJ,Morris County,NA,1.045216996,
20129,County,Morton County,KS,Morton County,NA,-2.01511335,
38059,County,Morton County,ND,Morton County,NA,2.8453419,
13213,County,Murray County,GA,Murray County,NA,3.069838833,
12089,County,Nassau County,FL,Nassau County,NA,5.499124343,
36059,County,Nassau County,NY,Nassau County,NA,1.646623497,
04017,County,Navajo County,AZ,Navajo County,NA,4.777830865,
21179,County,Nelson County,KY,Nelson County,NA,3.490508267,
51125,County,Nelson County,VA,Nelson County,NA,2.777777778,
20131,County,Nemaha County,KS,Nemaha County,NA,3.206412826,
06057,County,Nevada County,CA,Nevada County,NA,1.240859739,
13217,County,Newton County,GA,Newton County,NA,8.145896657,
18111,County,Newton County,IN,Newton County,NA,2.402651201,
29145,County,Newton County,MO,Newton County,NA,-1.918649271,
28101,County,Newton County,MS,Newton County,NA,4.757630162,
20137,County,Norton County,KS,Norton County,NA,1.095461659,
48355,County,Nueces County,TX,Nueces County,NA,1.136363636,
26127,County,Oceana County,MI,Oceana County,NA,3.683241252,
45073,County,Oconee County,SC,Oconee County,NA,3.765932793,
55083,County,Oconto County,WI,Oconto County,NA,3.074951954,
21185,County,Oldham County,KY,Oldham County,NA,4.022000688,
16071,County,Oneida County,ID,Oneida County,NA,6.919642857,
36065,County,Oneida County,NY,Oneida County,NA,1.291793313,
55085,County,Oneida County,WI,Oneida County,NA,3.244166192,
37133,County,Onslow County,NC,Onslow County,NA,5.45100584,
06059,County,Orange County,CA,Orange County,NA,2.915811088,
12095,County,Orange County,FL,Orange County,NA,3.791469194,
37135,County,Orange County,NC,Orange County,NA,3.178243775,
36071,County,Orange County,NY,Orange County,NA,4.120982987,
51137,County,Orange County,VA,Orange County,NA,1.663747811,
36075,County,Oswego County,NY,Oswego County,NA,0.828729282,
36077,County,Otsego County,NY,Otsego County,NA,1.5129683,
20143,County,Ottawa County,KS,Ottawa County,NA,0.668151448,
26139,County,Ottawa County,MI,Ottawa County,NA,5.684402001,
39123,County,Ottawa County,OH,Ottawa County,NA,2.530779754,
40115,County,Ottawa County,OK,Ottawa County,NA,3.24005891,
16073,County,Owyhee County,ID,Owyhee County,NA,3.679245283,
48367,County,Parker County,TX,Parker County,NA,3.551136364,
48369,County,Parmer County,TX,Parmer County,NA,0.224466891,
37141,County,Pender County,NC,Pender County,NA,2.576891106,
17143,County,Peoria County,IL,Peoria County,NA,-0.203873598,
37145,County,Person County,NC,Person County,NA,5.712451861,
29159,County,Pettis County,MO,Pettis County,NA,0,
29161,County,Phelps County,MO,Phelps County,NA,3.991291727,
53053,County,Pierce County,WA,Pierce County,NA,4.713057943,
55093,County,Pierce County,WI,Pierce County,NA,2.281021898,
08097,County,Pitkin County,CO,Pitkin County,NA,3.563377839,
06061,County,Placer County,CA,Placer County,NA,3.608044164,
29165,County,Platte County,MO,Platte County,NA,2.111486486,
31141,County,Platte County,NE,Platte County,NA,2.258251303,
56031,County,Platte County,WY,Platte County,NA,0.209205021,
06063,County,Plumas County,CA,Plumas County,NA,4.777415852,
18127,County,Porter County,IN,Porter County,NA,3.050524309,
39135,County,Preble County,OH,Preble County,NA,1.302931596,
08101,County,Pueblo County,CO,Pueblo County,NA,6.547285954,
12107,County,Putnam County,FL,Putnam County,NA,2.374670185,
13237,County,Putnam County,GA,Putnam County,NA,5.094679892,
18133,County,Putnam County,IN,Putnam County,NA,3.214774282,
29171,County,Putnam County,MO,Putnam County,NA,0.837320574,
36079,County,Putnam County,NY,Putnam County,NA,2.6868178,
39137,County,Putnam County,OH,Putnam County,NA,3.29244674,
47141,County,Putnam County,TN,Putnam County,NA,3.598014888,
54079,County,Putnam County,WV,Putnam County,NA,1.353846154,
36081,County,Queens County,NY,Queens County,NA,1.374092944,
55101,County,Racine County,WI,Racine County,NA,3.22851153,
27123,County,Ramsey County,MN,Ramsey County,NA,2.281059063,
38071,County,Ramsey County,ND,Ramsey County,NA,5.551969012,
28121,County,Rankin County,MS,Rankin County,NA,3.333333333,
38073,County,Ransom County,ND,Ransom County,NA,0.706436421,
18137,County,Ripley County,IN,Ripley County,NA,3.67816092,
40131,County,Rogers County,OK,Rogers County,NA,2.37804878,
05125,County,Saline County,AR,Saline County,NA,1.355713363,
17165,County,Saline County,IL,Saline County,NA,0.196463654,
20169,County,Saline County,KS,Saline County,NA,2.614379085,
45081,County,Saluda County,SC,Saluda County,NA,3.451676529,
55113,County,Sawyer County,WI,Sawyer County,NA,3.004926108,
36099,County,Seneca County,NY,Seneca County,NA,2.3914969,
39147,County,Seneca County,OH,Seneca County,NA,2.350636631,
47155,County,Sevier County,TN,Sevier County,NA,6.472986748,
49041,County,Sevier County,UT,Sevier County,NA,4.031510658,
06089,County,Shasta County,CA,Shasta County,NA,3.978978979,
01117,County,Shelby County,AL,Shelby County,NA,3.133274492,
18145,County,Shelby County,IN,Shelby County,NA,5.894172806,
21211,County,Shelby County,KY,Shelby County,NA,2.3197176,
29205,County,Shelby County,MO,Shelby County,NA,3.372243839,
39149,County,Shelby County,OH,Shelby County,NA,2.379333787,
47157,County,Shelby County,TN,Shelby County,NA,5.018181818,
53057,County,Skagit County,WA,Skagit County,NA,4.501084599,
06095,County,Solano County,CA,Solano County,NA,1.871898963,
06097,County,Sonoma County,CA,Sonoma County,NA,-1.571520205,
37167,County,Stanly County,NC,Stanly County,NA,3.032391454,
18149,County,Starke County,IN,Starke County,NA,1.736745887,
27147,County,Steele County,MN,Steele County,NA,3.761931499,
37169,County,Stokes County,NC,Stokes County,NA,5.531112508,
39153,County,Summit County,OH,Summit County,NA,2.551020408,
49043,County,Summit County,UT,Summit County,NA,5.044353237,
20191,County,Sumner County,KS,Sumner County,NA,0.126262626,
47165,County,Sumner County,TN,Sumner County,NA,3.849238172,
12119,County,Sumter County,FL,Sumter County,NA,3.452034884,
13261,County,Sumter County,GA,Sumter County,NA,2.543352601,
10005,County,Sussex County,DE,Sussex County,NA,1.460634129,
34037,County,Sussex County,NJ,Sussex County,NA,3.279352227,
06101,County,Sutter County,CA,Sutter County,NA,5.383360522,
24041,County,Talbot County,MD,Talbot County,NA,0.424836601,
12123,County,Taylor County,FL,Taylor County,NA,0.318471338,
21217,County,Taylor County,KY,Taylor County,NA,4.903677758,
08119,County,Teller County,CO,Teller County,NA,5.520304569,
13275,County,Thomas County,GA,Thomas County,NA,3.309692671,
47167,County,Tipton County,TN,Tipton County,NA,2.269503546,
49045,County,Tooele County,UT,Tooele County,NA,5.158009444,
13279,County,Toombs County,GA,Toombs County,NA,3.281519862,
38097,County,Traill County,ND,Traill County,NA,2.562170309,
48453,County,Travis County,TX,Travis County,NA,4.931285368,
06107,County,Tulare County,CA,Tulare County,NA,4.331625524,
36111,County,Ulster County,NY,Ulster County,NA,1.98019802,
47171,County,Unicoi County,TN,Unicoi County,NA,2.453468697,
48459,County,Upshur County,TX,Upshur County,NA,-0.974512744,
16085,County,Valley County,ID,Valley County,NA,5.566600398,
22115,County,Vernon Parish,LA,Vernon Parish,NA,0.103199174,
55123,County,Vernon County,WI,Vernon County,NA,3.149606299,
18169,County,Wabash County,IN,Wabash County,NA,3.127962085,
01127,County,Walker County,AL,Walker County,NA,2.696871629,
13295,County,Walker County,GA,Walker County,NA,5.055698372,
48471,County,Walker County,TX,Walker County,NA,3.407247161,
12131,County,Walton County,FL,Walton County,NA,4.544239508,
13297,County,Walton County,GA,Walton County,NA,5.382027871,
19181,County,Warren County,IA,Warren County,NA,2.779181405,
17187,County,Warren County,IL,Warren County,NA,1.674277017,
21227,County,Warren County,KY,Warren County,NA,3.743315508,
29219,County,Warren County,MO,Warren County,NA,2.630074328,
34041,County,Warren County,NJ,Warren County,NA,0.087374399,
36113,County,Warren County,NY,Warren County,NA,-0.389673648,
39165,County,Warren County,OH,Warren County,NA,4.265402844,
47177,County,Warren County,TN,Warren County,NA,6.807727691,
51187,County,Warren County,VA,Warren County,NA,0.920810313,
32031,County,Washoe County,NV,Washoe County,NA,0.298022216,
37195,County,Wilson County,NC,Wilson County,NA,3.051317614,
47189,County,Wilson County,TN,Wilson County,NA,2.292462661,
48493,County,Wilson County,TX,Wilson County,NA,5.662936589,
27169,County,Winona County,MN,Winona County,NA,1.586368978,
27171,County,Wright County,MN,Wright County,NA,4.505928854,
53077,County,Yakima County,WA,Yakima County,NA,5.83143508,
50001,County,Addison County,VT,Addison County,NA,1.518883415,
12001,County,Alachua County,FL,Alachua County,NA,4.444444444,
06001,County,Alameda County,CA,Alameda County,NA,-0.119090151,
08003,County,Alamosa County,CO,Alamosa County,NA,3.303471445,
26005,County,Allegan County,MI,Allegan County,NA,3.656509695,
51009,County,Amherst County,VA,Amherst County,NA,2.180496669,
48007,County,Aransas County,TX,Aransas County,NA,2.793296089,
39005,County,Ashland County,OH,Ashland County,NA,3.304597701,
29007,County,Audrain County,MO,Audrain County,NA,4.229323308,
51015,County,Augusta County,VA,Augusta County,NA,2.508960573,
01001,County,Autauga County,AL,Autauga County,NA,1.35301353,
01003,County,Baldwin County,AL,Baldwin County,NA,2.648114901,
13009,County,Baldwin County,GA,Baldwin County,NA,4.918032787,
48019,County,Bandera County,TX,Bandera County,NA,2.446225221,
48021,County,Bastrop County,TX,Bastrop County,NA,10.14427412,
40009,County,Beckham County,OK,Beckham County,NA,3.008298755,
51019,County,Bedford County,VA,Bedford County,NA,2.187351403,
33001,County,Belknap County,NH,Belknap County,NA,3.157063931,
13019,County,Berrien County,GA,Berrien County,NA,3.630077787,
26021,County,Berrien County,MI,Berrien County,NA,3.315290934,
22015,County,Bossier Parish,LA,Bossier Parish,NA,0.66305003,
08013,County,Boulder County,CO,Boulder County,NA,1.491987475,
21017,County,Bourbon County,KY,Bourbon County,NA,1.472650771,
47011,County,Bradley County,TN,Bradley County,NA,3.746031746,
12009,County,Brevard County,FL,Brevard County,NA,4.229195089,
25005,County,Bristol County,MA,Bristol County,NA,3.47826087,
44001,County,Bristol County,RI,Bristol County,NA,3.059219759,
51520,County,Bristol City,VA,Bristol City,NA,1.045627376,
12011,County,Broward County,FL,Broward County,NA,4.816176471,
31019,County,Buffalo County,NE,Buffalo County,NA,3.475440222,
13031,County,Bulloch County,GA,Bulloch County,NA,5.003126954,
55013,County,Burnett County,WI,Burnett County,NA,2.681992337,
26025,County,Calhoun County,MI,Calhoun County,NA,3.529411765,
48057,County,Calhoun County,TX,Calhoun County,NA,2.846715328,
55015,County,Calumet County,WI,Calumet County,NA,2.545068929,
24009,County,Calvert County,MD,Calvert County,NA,0.960049551,
48061,County,Cameron County,TX,Cameron County,NA,0.733752621,
16029,County,Caribou County,ID,Caribou County,NA,6.794055202,
27017,County,Carlton County,MN,Carlton County,NA,2.937915743,
13045,County,Carroll County,GA,Carroll County,NA,6.209987196,
19027,County,Carroll County,IA,Carroll County,NA,3.554340396,
18015,County,Carroll County,IN,Carroll County,NA,3.739061257,
24013,County,Carroll County,MD,Carroll County,NA,1.169590643,
29033,County,Carroll County,MO,Carroll County,NA,1.213960546,
28015,County,Carroll County,MS,Carroll County,NA,0.473036897,
33003,County,Carroll County,NH,Carroll County,NA,2.603773585,
39019,County,Carroll County,OH,Carroll County,NA,0.805729633,
47017,County,Carroll County,TN,Carroll County,NA,2.5,
30013,County,Cascade County,MT,Cascade County,NA,1.561686622,
37033,County,Caswell County,NC,Caswell County,NA,3.213957759,
37035,County,Catawba County,NC,Catawba County,NA,3.614457831,
13047,County,Catoosa County,GA,Catoosa County,NA,4.568527919,
08015,County,Chaffee County,CO,Chaffee County,NA,5.113077679,
24017,County,Charles County,MD,Charles County,NA,1.651800463,
13051,County,Chatham County,GA,Chatham County,NA,2.716763006,
37037,County,Chatham County,NC,Chatham County,NA,3.304405874,
36015,County,Chemung County,NY,Chemung County,NA,0.31152648,
42029,County,Chester County,PA,Chester County,NA,1.279863481,
45023,County,Chester County,SC,Chester County,NA,3.50877193,
47023,County,Chester County,TN,Chester County,NA,4.324324324,
01021,County,Chilton County,AL,Chilton County,NA,1.623376623,
27025,County,Chisago County,MN,Chisago County,NA,6.163571711,
53009,County,Clallam County,WA,Clallam County,NA,5.387647832,
41007,County,Clatsop County,OR,Clatsop County,NA,6.462378641,
19043,County,Clayton County,IA,Clayton County,NA,1.512738854,
19045,County,Clinton County,IA,Clinton County,NA,2.538071066,
17027,County,Clinton County,IL,Clinton County,NA,1.435406699,
18023,County,Clinton County,IN,Clinton County,NA,3.428571429,
26037,County,Clinton County,MI,Clinton County,NA,5.316321106,
36019,County,Clinton County,NY,Clinton County,NA,2.141327623,
39027,County,Clinton County,OH,Clinton County,NA,3.043478261,
42035,County,Clinton County,PA,Clinton County,NA,2.118933698,
04003,County,Cochise County,AZ,Cochise County,NA,3.966730646,
01033,County,Colbert County,AL,Colbert County,NA,2.030947776,
12021,County,Collier County,FL,Collier County,NA,0.594177065,
30019,County,Daniels County,MT,Daniels County,NA,0.918635171,
42043,County,Dauphin County,PA,Dauphin County,NA,1.534683855,
21059,County,Daviess County,KY,Daviess County,NA,3.068862275,
29061,County,Daviess County,MO,Daviess County,NA,4.106463878,
01049,County,De Kalb County,AL,De Kalb County,NA,4.091816367,
17037,County,DeKalb County,IL,DeKalb County,NA,2.27936879,
12027,County,De Soto County,FL,De Soto County,NA,6.397562833,
13087,County,Decatur County,GA,Decatur County,NA,3.02760463,
18031,County,Decatur County,IN,Decatur County,NA,3.413940256,
20039,County,Decatur County,KS,Decatur County,NA,0.51369863,
47039,County,Decatur County,TN,Decatur County,NA,2.182284981,
48125,County,Dickens County,TX,Dickens County,NA,2.819548872,
47043,County,Dickson County,TN,Dickson County,NA,7.977839335,
08035,County,Douglas County,CO,Douglas County,NA,0.849171047,
13097,County,Douglas County,GA,Douglas County,NA,6.127037662,
27041,County,Douglas County,MN,Douglas County,NA,3.02210194,
31055,County,Douglas County,NE,Douglas County,NA,2.984234234,
32005,County,Douglas County,NV,Douglas County,NA,6.010433205,
41019,County,Douglas County,OR,Douglas County,NA,3.628447025,
53017,County,Douglas County,WA,Douglas County,NA,5.792064871,
55031,County,Douglas County,WI,Douglas County,NA,2.061122957,
17043,County,DuPage County,IL,DuPage County,NA,0.958247775,
19061,County,Dubuque County,IA,Dubuque County,NA,1.801801802,
08041,County,El Paso County,CO,El Paso County,NA,4.738562092,
48141,County,El Paso County,TX,El Paso County,NA,2.345582486,
18039,County,Elkhart County,IN,Elkhart County,NA,2.833753149,
51059,County,Fairfax County,VA,Fairfax County,NA,1.831896552,
13113,County,Fayette County,GA,Fayette County,NA,3.079076277,
19065,County,Fayette County,IA,Fayette County,NA,0.425985091,
18041,County,Fayette County,IN,Fayette County,NA,2.328767123,
21067,County,Fayette County,KY,Fayette County,NA,3.20855615,
39047,County,Fayette County,OH,Fayette County,NA,4.790419162,
42051,County,Fayette County,PA,Fayette County,NA,1.752464403,
47047,County,Fayette County,TN,Fayette County,NA,3.905540418,
12035,County,Flagler County,FL,Flagler County,NA,4.398447607,
28035,County,Forrest County,MS,Forrest County,NA,1.485535575,
13117,County,Forsyth County,GA,Forsyth County,NA,2.483927528,
37067,County,Forsyth County,NC,Forsyth County,NA,5.068226121,
16043,County,Fremont County,ID,Fremont County,NA,5.012531328,
12039,County,Gadsden County,FL,Gadsden County,NA,3.242677824,
05051,County,Garland County,AR,Garland County,NA,2.134986226,
21079,County,Garrard County,KY,Garrard County,NA,5.904059041,
24023,County,Garrett County,MD,Garrett County,NA,2.265005663,
26049,County,Genesee County,MI,Genesee County,NA,8.432708688,
36037,County,Genesee County,NY,Genesee County,NA,2.631578947,
26051,County,Gladwin County,MI,Gladwin County,NA,1.612903226,
27049,County,Goodhue County,MN,Goodhue County,NA,3.958944282,
16047,County,Gooding County,ID,Gooding County,NA,4.942528736,
33009,County,Grafton County,NH,Grafton County,NA,2.578268877,
30039,County,Granite County,MT,Granite County,NA,1.991828396,
51077,County,Grayson County,VA,Grayson County,NA,1.093892434,
21089,County,Greenup County,KY,Greenup County,NA,3.803131991,
37083,County,Halifax County,NC,Halifax County,NA,1.705237515,
47063,County,Hamblen County,TN,Hamblen County,NA,2.010424423,
25013,County,Hampden County,MA,Hampden County,NA,3.449905482,
18059,County,Hancock County,IN,Hancock County,NA,3.772582359,
28045,County,Hancock County,MS,Hancock County,NA,-1.468624833,
39063,County,Hancock County,OH,Hancock County,NA,2.87868403,
54029,County,Hancock County,WV,Hancock County,NA,0.228832952,
51085,County,Hanover County,VA,Hanover County,NA,1.787629603,
24025,County,Harford County,MD,Harford County,NA,2.245614035,
37085,County,Harnett County,NC,Harnett County,NA,3.870967742,
48205,County,Hartley County,TX,Hartley County,NA,1.413255361,
20081,County,Haskell County,KS,Haskell County,NA,2.561756633,
47073,County,Hawkins County,TN,Hawkins County,NA,0.50209205,
37087,County,Haywood County,NC,Haywood County,NA,2.631578947,
51087,County,Henrico County,VA,Henrico County,NA,2.402651201,
47081,County,Hickman County,TN,Hickman County,NA,5.940594059,
35023,County,Hidalgo County,NM,Hidalgo County,NA,0.364298725,
48215,County,Hidalgo County,TX,Hidalgo County,NA,4.007285974,
39073,County,Hocking County,OH,Hocking County,NA,3.895131086,
48219,County,Hockley County,TX,Hockley County,NA,0,
21107,County,Hopkins County,KY,Hopkins County,NA,2.375809935,
01069,County,Houston County,AL,Houston County,NA,-0.682335102,
13153,County,Houston County,GA,Houston County,NA,2.88248337,
27055,County,Houston County,MN,Houston County,NA,1.842546064,
27057,County,Hubbard County,MN,Hubbard County,NA,4.786485218,
37097,County,Iredell County,NC,Iredell County,NA,4.114832536,
13157,County,Jackson County,GA,Jackson County,NA,6.682464455,
18071,County,Jackson County,IN,Jackson County,NA,3.350327749,
20085,County,Jackson County,KS,Jackson County,NA,3.657362849,
26075,County,Jackson County,MI,Jackson County,NA,3.113685735,
29095,County,Jackson County,MO,Jackson County,NA,2.638888889,
28059,County,Jackson County,MS,Jackson County,NA,4.541832669,
37099,County,Jackson County,NC,Jackson County,NA,2.566585956,
40065,County,Jackson County,OK,Jackson County,NA,0.340715503,
41029,County,Jackson County,OR,Jackson County,NA,2.546523017,
47087,County,Jackson County,TN,Jackson County,NA,6.391347099,
48239,County,Jackson County,TX,Jackson County,NA,3.629893238,
05071,County,Johnson County,AR,Johnson County,NA,3.937823834,
19103,County,Johnson County,IA,Johnson County,NA,1.997336884,
18081,County,Johnson County,IN,Johnson County,NA,4.725274725,
20091,County,Johnson County,KS,Johnson County,NA,3.174061433,
29101,County,Johnson County,MO,Johnson County,NA,3.611111111,
48251,County,Johnson County,TX,Johnson County,NA,5.436893204,
56019,County,Johnson County,WY,Johnson County,NA,0.698215671,
27065,County,Kanabec County,MN,Kanabec County,NA,0.799543118,
54039,County,Kanawha County,WV,Kanawha County,NA,0.102880658,
48257,County,Kaufman County,TX,Kaufman County,NA,3.262411348,
17093,County,Kendall County,IL,Kendall County,NA,2.154101077,
48259,County,Kendall County,TX,Kendall County,NA,3.26417704,
55059,County,Kenosha County,WI,Kenosha County,NA,5.427974948,
45055,County,Kershaw County,SC,Kershaw County,NA,3.67591898,
41035,County,Klamath County,OR,Klamath County,NA,4.806629834,
29105,County,Laclede County,MO,Laclede County,NA,4.575163399,
56021,County,Laramie County,WY,Laramie County,NA,3.50877193,
08069,County,Larimer County,CO,Larimer County,NA,1.865768334,
45059,County,Laurens County,SC,Laurens County,NA,3.033088235,
40079,County,LeFlore County,OK,LeFlore County,NA,1.673101673,
42075,County,Lebanon County,PA,Lebanon County,NA,1.865460712,
26091,County,Lenawee County,MI,Lenawee County,NA,3.666427031,
22061,County,Lincoln Parish,LA,Lincoln Parish,NA,2.382335851,
29113,County,Lincoln County,MO,Lincoln County,NA,4.064587973,
30053,County,Lincoln County,MT,Lincoln County,NA,2.67958951,
31111,County,Lincoln County,NE,Lincoln County,NA,3.848580442,
35027,County,Lincoln County,NM,Lincoln County,NA,3.083294984,
40081,County,Lincoln County,OK,Lincoln County,NA,1.858304297,
41041,County,Lincoln County,OR,Lincoln County,NA,3.555555556,
47103,County,Lincoln County,TN,Lincoln County,NA,4.584040747,
55069,County,Lincoln County,WI,Lincoln County,NA,2.243829469,
51107,County,Loudoun County,VA,Loudoun County,NA,1.83773216,
13185,County,Lowndes County,GA,Lowndes County,NA,1.737160121,
28087,County,Lowndes County,MS,Lowndes County,NA,0,
48303,County,Lubbock County,TX,Lubbock County,NA,2.881236824,
13187,County,Lumpkin County,GA,Lumpkin County,NA,4.565602837,
01089,County,Madison County,AL,Madison County,NA,2.316155182,
13195,County,Madison County,GA,Madison County,NA,6.317204301,
19121,County,Madison County,IA,Madison County,NA,1.231113598,
16065,County,Madison County,ID,Madison County,NA,6.070038911,
17119,County,Madison County,IL,Madison County,NA,0.168776371,
18095,County,Madison County,IN,Madison County,NA,3.258655804,
21151,County,Madison County,KY,Madison County,NA,2.411091019,
29123,County,Madison County,MO,Madison County,NA,2.65674814,
28089,County,Madison County,MS,Madison County,NA,3.302509908,
37115,County,Madison County,NC,Madison County,NA,3.197405005,
31119,County,Madison County,NE,Madison County,NA,2.276707531,
36053,County,Madison County,NY,Madison County,NA,0.228658537,
39097,County,Madison County,OH,Madison County,NA,3.679131484,
47113,County,Madison County,TN,Madison County,NA,1.759014952,
48313,County,Madison County,TX,Madison County,NA,3.47826087,
